,date,time,home_team_name,guest_team_name,competition,saison,gameday,home_coach,guest_coach,home_goals,guest_goals
2065,2013-05-10,19:00,SC/ESV Parndorf,SK Rapid Wien II,Regionalliga Ost,2012/13,26,Paul Hafner,?,3,0
2066,2013-05-10,20:30,TSV Hartberg,SV Grödig,2. Liga,2012/13,33,Paul Gludovatz,Adi Hütter,0,2
2067,2013-05-11,16:00,FC Liefering,FC Hard,Regionalliga West,2012/13,25,Peter Zeidler,?,0,0
2068,2013-05-11,16:00,FC Admira Wacker Mödling,SK Sturm Graz,Bundesliga,2012/13,33,Dietmar Kühbauer,Markus Schopp,3,0
2069,2013-05-11,17:00,SV Wallern,LASK,Regionalliga Mitte,2012/13,26,?,Karl Daxbacher,0,0
2070,2013-05-11,18:30,FC Wacker Innsbruck,FK Austria Wien,Bundesliga,2012/13,33,Roland Kirchler,Peter Stöger,0,3
2071,2013-05-11,18:30,SK Rapid Wien,Wolfsberger AC,Bundesliga,2012/13,33,Zoran Barisic,Nenad Bjelica,0,0
2072,2013-05-11,18:30,SV Ried,SV Mattersburg,Bundesliga,2012/13,33,Michael Angerschmid,Franz Lederer,1,1
2073,2013-05-12,16:00,SC Wiener Neustadt,Red Bull Salzburg,Bundesliga,2012/13,33,Heimo Pfeifenberger,Roger Schmidt,0,6
2074,2013-05-17,18:30,SV Horn,TSV Hartberg,2. Liga,2012/13,34,Michael Streiter,Werner Ofner,2,1
2075,2013-05-17,18:30,SC Austria Lustenau,FC Blau Weiß Linz,2. Liga,2012/13,34,Helgi Kolvidsson,Edmund Stöhr,1,0
2076,2013-05-17,18:30,SV Kapfenberg,FC Lustenau,2. Liga,2012/13,34,Klaus Schmidt,Daniel Madlener,2,0
2077,2013-05-17,18:30,SC Rheindorf Altach,First Vienna FC,2. Liga,2012/13,34,Damir Canadi,Alfred Tatar,3,1
2078,2013-05-17,19:30,Wiener Sportklub,SC/ESV Parndorf,Regionalliga Ost,2012/13,27,?,Paul Hafner,1,2
2079,2013-05-17,20:30,SV Grödig,SKN St. Pölten,2. Liga,2012/13,34,Adi Hütter,Martin Scherb,2,2
2080,2013-05-18,16:00,Wolfsberger AC,FC Admira Wacker Mödling,Bundesliga,2012/13,34,Nenad Bjelica,Dietmar Kühbauer,0,0
2081,2013-05-18,18:30,Red Bull Salzburg,FC Wacker Innsbruck,Bundesliga,2012/13,34,Roger Schmidt,Roland Kirchler,3,1
2082,2013-05-18,18:30,FK Austria Wien,SC Wiener Neustadt,Bundesliga,2012/13,34,Peter Stöger,Heimo Pfeifenberger,3,1
2083,2013-05-18,18:30,SV Mattersburg,SK Rapid Wien,Bundesliga,2012/13,34,Franz Lederer,Zoran Barisic,2,0
2084,2013-05-19,16:00,FC Wacker Innsbruck II,FC Liefering,Regionalliga West,2012/13,26,?,Peter Zeidler,2,2
2085,2013-05-19,16:00,SK Sturm Graz,SV Ried,Bundesliga,2012/13,34,Markus Schopp,Michael Angerschmid,3,1
2086,2013-05-20,17:00,LASK,SV Feldkirchen,Regionalliga Mitte,2012/13,27,Karl Daxbacher,?,5,0
2087,2013-05-21,18:30,SV Kapfenberg,SV Grödig,2. Liga,2012/13,35,Klaus Schmidt,Adi Hütter,1,1
2088,2013-05-21,18:30,FC Lustenau,SC Austria Lustenau,2. Liga,2012/13,35,Daniel Madlener,Helgi Kolvidsson,1,4
2089,2013-05-21,18:30,TSV Hartberg,SC Rheindorf Altach,2. Liga,2012/13,35,Werner Ofner,Damir Canadi,1,2
2090,2013-05-21,18:30,FC Blau Weiß Linz,SKN St. Pölten,2. Liga,2012/13,35,Edmund Stöhr,Martin Scherb,1,0
2091,2013-05-22,18:30,First Vienna FC,SV Horn,2. Liga,2012/13,35,Alfred Tatar,Michael Streiter,3,1
2092,2013-05-22,20:30,SC Wiener Neustadt,Wolfsberger AC,Bundesliga,2012/13,35,Heimo Pfeifenberger,Nenad Bjelica,2,0
2093,2013-05-22,20:30,SV Ried,Red Bull Salzburg,Bundesliga,2012/13,35,Michael Angerschmid,Roger Schmidt,2,2
2094,2013-05-22,20:30,FC Admira Wacker Mödling,SK Rapid Wien,Bundesliga,2012/13,35,Dietmar Kühbauer,Zoran Barisic,0,2
2095,2013-05-22,20:30,FK Austria Wien,SV Mattersburg,Bundesliga,2012/13,35,Peter Stöger,Franz Lederer,4,0
2096,2013-05-22,20:30,FC Wacker Innsbruck,SK Sturm Graz,Bundesliga,2012/13,35,Roland Kirchler,Markus Schopp,2,1
2097,2013-05-24,19:00,FC Liefering,SV Wals-Grünau,Regionalliga West,2012/13,27,Peter Zeidler,?,3,0
2098,2013-05-24,19:00,SC/ESV Parndorf,FK Austria Wien Amateure,Regionalliga Ost,2012/13,28,Paul Hafner,?,3,2
2099,2013-05-24,20:30,SKN St. Pölten,TSV Hartberg,2. Liga,2012/13,36,Martin Scherb,Werner Ofner,1,0
2100,2013-05-24,20:30,SC Austria Lustenau,First Vienna FC,2. Liga,2012/13,36,Helgi Kolvidsson,Alfred Tatar,1,0
2101,2013-05-24,20:30,SV Horn,FC Lustenau,2. Liga,2012/13,36,Michael Streiter,Daniel Madlener,4,0
2102,2013-05-24,20:30,SC Rheindorf Altach,SV Kapfenberg,2. Liga,2012/13,36,Damir Canadi,Klaus Schmidt,2,0
2103,2013-05-24,20:30,SV Grödig,FC Blau Weiß Linz,2. Liga,2012/13,36,Adi Hütter,Edmund Stöhr,5,0
2104,2013-05-25,18:00,Villacher SV,LASK,Regionalliga Mitte,2012/13,28,?,Karl Daxbacher,0,2
2105,2013-05-26,16:00,SK Sturm Graz,SC Wiener Neustadt,Bundesliga,2012/13,36,Markus Schopp,Heimo Pfeifenberger,0,3
2106,2013-05-26,16:00,Wolfsberger AC,FC Wacker Innsbruck,Bundesliga,2012/13,36,Nenad Bjelica,Roland Kirchler,2,3
2107,2013-05-26,16:00,SV Mattersburg,FC Admira Wacker Mödling,Bundesliga,2012/13,36,Franz Lederer,Dietmar Kühbauer,0,1
2108,2013-05-26,16:00,SK Rapid Wien,SV Ried,Bundesliga,2012/13,36,Zoran Barisic,Michael Angerschmid,3,0
2109,2013-05-26,16:00,Red Bull Salzburg,FK Austria Wien,Bundesliga,2012/13,36,Roger Schmidt,Peter Stöger,3,0
2110,2013-05-29,18:00,FC Admira Wacker Mödling II,SC/ESV Parndorf,Regionalliga Ost,2012/13,29,?,Paul Hafner,1,1
2111,2013-05-29,18:30,LASK,Grazer AK,Regionalliga Mitte,2012/13,29,Karl Daxbacher,?,3,0
2112,2013-05-29,19:00,FC Dornbirn,FC Liefering,Regionalliga West,2012/13,28,?,Peter Zeidler,0,5
2113,2013-05-30,16:30,FK Austria Wien,FC Pasching,ÖFB-Cup,2012/13,Finale,Peter Stöger,?,0,1
2114,2013-05-31,18:30,Donawitzer SV Leoben,LASK,Regionalliga Mitte,2012/13,30,?,Karl Daxbacher,1,7
2115,2013-06-03,19:00,FC Liefering,LASK,Relegation Erste Liga,2012/13,Relegation Hinspiele,Peter Zeidler,Karl Daxbacher,2,0
2116,2013-06-03,19:30,SC/ESV Parndorf,FC Blau Weiß Linz,Relegation Erste Liga,2012/13,Relegation Hinspiele,Paul Hafner,Edmund Stöhr,2,1
2117,2013-06-06,20:00,LASK,FC Liefering,Relegation Erste Liga,2012/13,Relegation Rückspiele,Karl Daxbacher,Peter Zeidler,0,3
2118,2013-06-07,18:30,FC Blau Weiß Linz,SC/ESV Parndorf,Relegation Erste Liga,2012/13,Relegation Rückspiele,Edmund Stöhr,Paul Hafner,0,1
2119,2013-07-12,18:30,FC Blau Weiß Linz,SV Mattersburg,ÖFB-Cup,2013/14,1.Runde,?,Alfred Tatar,1,5
2120,2013-07-12,19:00,Schwarz-Weiß Bregenz,SV Ried,ÖFB-Cup,2013/14,1.Runde,?,Michael Angerschmid,0,4
2121,2013-07-12,19:00,FAC Team für Wien,FC Kufstein,ÖFB-Cup,2013/14,1.Runde,Johann Kleer,?,3,1
2122,2013-07-12,19:00,SC Leopoldsdorf/Mfd.,SC/ESV Parndorf,ÖFB-Cup,2013/14,1.Runde,?,Paul Hafner,1,2
2123,2013-07-12,19:00,FC Dornbirn,First Vienna FC,ÖFB-Cup,2013/14,1.Runde,?,Gerhard Fellner,1,2
2124,2013-07-12,19:00,SV Wals-Grünau,SKN St. Pölten,ÖFB-Cup,2013/14,1.Runde,?,Martin Scherb,1,2
2125,2013-07-12,19:00,SV Seekirchen,FC Admira Wacker Mödling,ÖFB-Cup,2013/14,1.Runde,?,Toni Polster,0,2
2126,2013-07-12,19:00,SV Lafnitz,SC Rheindorf Altach,ÖFB-Cup,2013/14,1.Runde,?,Damir Canadi,0,4
2127,2013-07-12,19:00,Donawitzer SV Leoben,SV Kapfenberg,ÖFB-Cup,2013/14,1.Runde,?,Kurt Russ,2,3
2128,2013-07-12,19:30,SV Oberwart,FK Austria Wien,ÖFB-Cup,2013/14,1.Runde,?,Nenad Bjelica,0,3
2129,2013-07-13,17:00,ASK Bad Vöslau,TSV Hartberg,ÖFB-Cup,2013/14,1.Runde,?,Bruno Friesenbichler,2,3
2130,2013-07-13,17:00,SV Austria Salzburg,SV Grödig,ÖFB-Cup,2013/14,1.Runde,?,Adi Hütter,1,1
2131,2013-07-13,17:00,SV Austria Salzburg,SV Grödig,ÖFB-Cup,2013/14,1.Runde,Miroslav Polak,?,1,1
2132,2013-07-13,18:00,SC Schwaz,Wolfsberger AC,ÖFB-Cup,2013/14,1.Runde,?,Slobodan Grubor,0,3
2133,2013-07-13,18:00,ASV Draßburg,SC Wiener Neustadt,ÖFB-Cup,2013/14,1.Runde,?,Heimo Pfeifenberger,0,3
2134,2013-07-13,18:00,FC Hard,SV Horn,ÖFB-Cup,2013/14,1.Runde,?,Wilhelm Schuldes,1,3
2135,2013-07-13,19:00,Team Wiener Linien,SK Sturm Graz,ÖFB-Cup,2013/14,1.Runde,?,Darko Milanic,0,5
2136,2013-07-13,19:30,SV Stegersbach,SC Austria Lustenau,ÖFB-Cup,2013/14,1.Runde,?,Helgi Kolvidsson,0,2
2137,2013-07-14,16:30,LASK,SK Rapid Wien,ÖFB-Cup,2013/14,1.Runde,?,Zoran Barisic,1,1
2138,2013-07-14,16:30,LASK,SK Rapid Wien,ÖFB-Cup,2013/14,1.Runde,Karl Daxbacher,?,1,1
2139,2013-07-14,18:00,SV Allerheiligen,FC Wacker Innsbruck,ÖFB-Cup,2013/14,1.Runde,?,Florian Klausner,1,4
2140,2013-07-14,19:00,Union St. Florian,Red Bull Salzburg,ÖFB-Cup,2013/14,1.Runde,?,Roger Schmidt,0,9
2141,2013-07-18,21:15,Breidablik Kópavogur,SK Sturm Graz,Europa League Qualifikation,2013/14,2.Runde Hinspiele,?,Darko Milanic,0,0
2142,2013-07-19,18:30,SKN St. Pölten,SV Kapfenberg,2. Liga,2013/14,1,Martin Scherb,Kurt Russ,4,0
2143,2013-07-19,18:30,SC/ESV Parndorf,SC Austria Lustenau,2. Liga,2013/14,1,Paul Hafner,Helgi Kolvidsson,0,0
2144,2013-07-19,18:30,SC Rheindorf Altach,SV Horn,2. Liga,2013/14,1,Damir Canadi,Wilhelm Schuldes,3,2
2145,2013-07-19,18:30,TSV Hartberg,First Vienna FC,2. Liga,2013/14,1,Bruno Friesenbichler,Gerhard Fellner,4,1
2146,2013-07-19,20:30,FC Liefering,SV Mattersburg,2. Liga,2013/14,1,Peter Zeidler,Alfred Tatar,3,0
2147,2013-07-20,16:30,FK Austria Wien,FC Admira Wacker Mödling,Bundesliga,2013/14,1,Nenad Bjelica,Toni Polster,2,0
2148,2013-07-20,19:00,SV Grödig,SV Ried,Bundesliga,2013/14,1,Adi Hütter,Michael Angerschmid,0,0
2149,2013-07-20,19:00,Wolfsberger AC,SK Rapid Wien,Bundesliga,2013/14,1,Slobodan Grubor,Zoran Barisic,2,2
2150,2013-07-20,19:00,SC Wiener Neustadt,Red Bull Salzburg,Bundesliga,2013/14,1,Heimo Pfeifenberger,Roger Schmidt,1,5
2151,2013-07-21,16:30,FC Wacker Innsbruck,SK Sturm Graz,Bundesliga,2013/14,1,Florian Klausner,Darko Milanic,2,2
2152,2013-07-25,18:00,SK Sturm Graz,Breidablik Kópavogur,Europa League Qualifikation,2013/14,2.Runde Rückspiele,Darko Milanic,?,0,1
2153,2013-07-26,18:30,SC Austria Lustenau,TSV Hartberg,2. Liga,2013/14,2,Helgi Kolvidsson,Bruno Friesenbichler,0,1
2154,2013-07-26,18:30,SV Horn,FC Liefering,2. Liga,2013/14,2,Wilhelm Schuldes,Peter Zeidler,2,4
2155,2013-07-26,18:30,SV Kapfenberg,SC/ESV Parndorf,2. Liga,2013/14,2,Kurt Russ,Paul Hafner,2,0
2156,2013-07-26,18:30,SV Mattersburg,SKN St. Pölten,2. Liga,2013/14,2,Alfred Tatar,Martin Scherb,0,1
2157,2013-07-26,20:30,First Vienna FC,SC Rheindorf Altach,2. Liga,2013/14,2,Gerhard Fellner,Damir Canadi,1,4
2158,2013-07-27,16:30,SK Rapid Wien,SC Wiener Neustadt,Bundesliga,2013/14,2,Zoran Barisic,Heimo Pfeifenberger,4,0
2159,2013-07-27,17:00,SV Austria Salzburg,TSV Neumarkt,Regionalliga West,2013/14,1,Miroslav Polak,?,4,2
2160,2013-07-27,19:00,Red Bull Salzburg,FK Austria Wien,Bundesliga,2013/14,2,Roger Schmidt,Nenad Bjelica,5,1
2161,2013-07-27,19:00,SV Ried,Wolfsberger AC,Bundesliga,2013/14,2,Michael Angerschmid,Slobodan Grubor,1,0
2162,2013-07-27,19:00,FC Admira Wacker Mödling,FC Wacker Innsbruck,Bundesliga,2013/14,2,Toni Polster,Florian Klausner,1,2
2163,2013-07-28,16:30,SK Sturm Graz,SV Grödig,Bundesliga,2013/14,2,Darko Milanic,Adi Hütter,0,2
2164,2013-07-30,18:00,FK Austria Wien,FH Hafnarfjördur,UEFA Champions League-Qualifikation,2013/14,3.Runde Hinspiele,Nenad Bjelica,?,1,0
2165,2013-07-31,20:30,Red Bull Salzburg,Fenerbahce Istanbul,UEFA Champions League-Qualifikation,2013/14,3.Runde Hinspiele,Roger Schmidt,?,1,1
2166,2013-08-01,20:30,Asteras Tripolis,SK Rapid Wien,Europa League Qualifikation,2013/14,3.Runde Hinspiele,?,Zoran Barisic,1,1
2167,2013-08-02,18:30,SKN St. Pölten,SC Austria Lustenau,2. Liga,2013/14,3,Martin Scherb,Helgi Kolvidsson,2,0
2168,2013-08-02,18:30,FC Liefering,SC/ESV Parndorf,2. Liga,2013/14,3,Peter Zeidler,Paul Hafner,4,1
2169,2013-08-02,18:30,TSV Hartberg,SV Horn,2. Liga,2013/14,3,Bruno Friesenbichler,Wilhelm Schuldes,2,2
2170,2013-08-02,18:30,SC Rheindorf Altach,SV Kapfenberg,2. Liga,2013/14,3,Damir Canadi,Kurt Russ,1,0
2171,2013-08-02,19:00,Wolfsberger AC II,LASK,Regionalliga Mitte,2013/14,1,?,Karl Daxbacher,0,1
2172,2013-08-02,19:30,SKU Amstetten,FAC Team für Wien,Regionalliga Ost,2013/14,1,?,Johann Kleer,2,0
2173,2013-08-02,20:30,SV Mattersburg,First Vienna FC,2. Liga,2013/14,3,Alfred Tatar,Gerhard Fellner,3,0
2174,2013-08-03,16:30,SC Wiener Neustadt,Wolfsberger AC,Bundesliga,2013/14,3,Heimo Pfeifenberger,Slobodan Grubor,2,1
2175,2013-08-03,17:00,SV Austria Salzburg,USC Eugendorf,Regionalliga West,2013/14,2,Miroslav Polak,?,5,2
2176,2013-08-03,19:00,FK Austria Wien,SV Ried,Bundesliga,2013/14,3,Nenad Bjelica,Michael Angerschmid,3,3
2177,2013-08-03,19:00,FC Wacker Innsbruck,Red Bull Salzburg,Bundesliga,2013/14,3,Florian Klausner,Roger Schmidt,1,1
2178,2013-08-03,19:00,SV Grödig,FC Admira Wacker Mödling,Bundesliga,2013/14,3,Adi Hütter,Toni Polster,7,1
2179,2013-08-04,16:30,SK Sturm Graz,SK Rapid Wien,Bundesliga,2013/14,3,Darko Milanic,Zoran Barisic,2,4
2180,2013-08-05,18:30,SV Kapfenberg,TSV Hartberg,2. Liga,2013/14,4,Kurt Russ,Bruno Friesenbichler,0,0
2181,2013-08-06,18:30,SC Austria Lustenau,First Vienna FC,2. Liga,2013/14,4,Helgi Kolvidsson,Kurt Garger,0,0
2182,2013-08-06,18:30,FC Liefering,SC Rheindorf Altach,2. Liga,2013/14,4,Peter Zeidler,Damir Canadi,5,1
2183,2013-08-06,18:30,SC/ESV Parndorf,SKN St. Pölten,2. Liga,2013/14,4,Paul Hafner,Martin Scherb,2,0
2184,2013-08-06,18:30,SV Horn,SV Mattersburg,2. Liga,2013/14,4,Wilhelm Schuldes,Alfred Tatar,3,4
2185,2013-08-06,20:45,Fenerbahce Istanbul,Red Bull Salzburg,UEFA Champions League-Qualifikation,2013/14,3.Runde Rückspiele,?,Roger Schmidt,3,1
2186,2013-08-07,18:00,FH Hafnarfjördur,FK Austria Wien,UEFA Champions League-Qualifikation,2013/14,3.Runde Rückspiele,?,Nenad Bjelica,0,0
2187,2013-08-08,20:30,SK Rapid Wien,Asteras Tripolis,Europa League Qualifikation,2013/14,3.Runde Rückspiele,Zoran Barisic,?,3,1
2188,2013-08-09,18:00,SAK Klagenfurt,LASK,Regionalliga Mitte,2013/14,2,?,Karl Daxbacher,0,4
2189,2013-08-09,18:30,First Vienna FC,FC Liefering,2. Liga,2013/14,5,Kurt Garger,Peter Zeidler,1,0
2190,2013-08-09,18:30,TSV Hartberg,SC/ESV Parndorf,2. Liga,2013/14,5,Bruno Friesenbichler,Paul Hafner,3,2
2191,2013-08-09,18:30,SC Austria Lustenau,SV Horn,2. Liga,2013/14,5,Helgi Kolvidsson,Wilhelm Schuldes,3,0
2192,2013-08-09,18:30,SV Mattersburg,SV Kapfenberg,2. Liga,2013/14,5,Alfred Tatar,Kurt Russ,1,0
2193,2013-08-09,20:00,FAC Team für Wien,SC Retz,Regionalliga Ost,2013/14,2,Johann Kleer,?,2,1
2194,2013-08-09,20:30,SKN St. Pölten,SC Rheindorf Altach,2. Liga,2013/14,5,Martin Scherb,Damir Canadi,0,1
2195,2013-08-10,16:30,Wolfsberger AC,FC Wacker Innsbruck,Bundesliga,2013/14,4,Slobodan Grubor,Florian Klausner,1,1
2196,2013-08-10,18:00,SC Schwaz,SV Austria Salzburg,Regionalliga West,2013/14,3,?,Miroslav Polak,1,1
2197,2013-08-10,19:00,SV Ried,SC Wiener Neustadt,Bundesliga,2013/14,4,Michael Angerschmid,Heimo Pfeifenberger,1,1
2198,2013-08-10,19:00,FC Admira Wacker Mödling,SK Sturm Graz,Bundesliga,2013/14,4,Oliver Lederer,Darko Milanic,1,1
2199,2013-08-10,19:00,Red Bull Salzburg,SV Grödig,Bundesliga,2013/14,4,Roger Schmidt,Adi Hütter,4,1
2200,2013-08-11,16:30,SK Rapid Wien,FK Austria Wien,Bundesliga,2013/14,4,Zoran Barisic,Nenad Bjelica,0,0
2201,2013-08-15,17:00,SV Austria Salzburg,FC Dornbirn,Regionalliga West,2013/14,4,Miroslav Polak,?,3,0
2202,2013-08-16,18:30,FC Liefering,TSV Hartberg,2. Liga,2013/14,6,Peter Zeidler,Bruno Friesenbichler,3,0
2203,2013-08-16,18:30,SKN St. Pölten,First Vienna FC,2. Liga,2013/14,6,Martin Scherb,Kurt Garger,1,2
2204,2013-08-16,18:30,SV Kapfenberg,SC Austria Lustenau,2. Liga,2013/14,6,Kurt Russ,Helgi Kolvidsson,1,3
2205,2013-08-16,18:30,SC/ESV Parndorf,SV Horn,2. Liga,2013/14,6,Paul Hafner,Wilhelm Schuldes,1,4
2206,2013-08-16,19:00,LASK,SK Austria Klagenfurt,Regionalliga Mitte,2013/14,3,Karl Daxbacher,?,3,1
2207,2013-08-16,20:30,SC Rheindorf Altach,SV Mattersburg,2. Liga,2013/14,6,Damir Canadi,Alfred Tatar,3,0
2208,2013-08-17,16:30,SK Sturm Graz,Red Bull Salzburg,Bundesliga,2013/14,5,Darko Milanic,Roger Schmidt,1,1
2209,2013-08-17,17:30,SV Neuberg,FAC Team für Wien,Regionalliga Ost,2013/14,3,?,Johann Kleer,1,3
2210,2013-08-17,19:00,FK Austria Wien,SC Wiener Neustadt,Bundesliga,2013/14,5,Nenad Bjelica,Heimo Pfeifenberger,5,0
2211,2013-08-17,19:00,FC Wacker Innsbruck,SV Ried,Bundesliga,2013/14,5,Roland Kirchler,Michael Angerschmid,2,3
2212,2013-08-17,19:00,SV Grödig,Wolfsberger AC,Bundesliga,2013/14,5,Adi Hütter,Slobodan Grubor,4,3
2213,2013-08-18,10:30,USK Anif/Red Bull Juniors,SV Austria Salzburg,Regionalliga West,2013/14,5,?,Miroslav Polak,0,3
2214,2013-08-18,16:30,FC Admira Wacker Mödling,SK Rapid Wien,Bundesliga,2013/14,5,Oliver Lederer,Zoran Barisic,2,0
2215,2013-08-20,19:00,SV Wallern,LASK,Regionalliga Mitte,2013/14,4,?,Karl Daxbacher,0,2
2216,2013-08-21,20:45,GNK Dinamo Zagreb,FK Austria Wien,UEFA Champions League-Qualifikation,2013/14,Qualifikationsrunde - Hinspiele,?,Nenad Bjelica,0,2
2217,2013-08-22,19:00,Red Bull Salzburg,Zalgiris Vilnius,Europa League,2013/14,Qualifikationsrunde - Hinspiele,Roger Schmidt,?,5,0
2218,2013-08-22,21:05,SK Rapid Wien,FC Dila Gori,Europa League,2013/14,Qualifikationsrunde - Hinspiele,Zoran Barisic,?,1,0
2219,2013-08-23,18:30,SV Mattersburg,SC/ESV Parndorf,2. Liga,2013/14,7,Alfred Tatar,Paul Hafner,3,0
2220,2013-08-23,18:30,SC Austria Lustenau,FC Liefering,2. Liga,2013/14,7,Helgi Kolvidsson,Peter Zeidler,3,3
2221,2013-08-23,18:30,TSV Hartberg,SC Rheindorf Altach,2. Liga,2013/14,7,Bruno Friesenbichler,Damir Canadi,0,4
2222,2013-08-23,18:30,First Vienna FC,SV Kapfenberg,2. Liga,2013/14,7,Kurt Garger,Kurt Russ,1,2
2223,2013-08-23,19:00,FAC Team für Wien,SC Ritzing,Regionalliga Ost,2013/14,4,Johann Kleer,?,1,0
2224,2013-08-23,20:30,SV Horn,SKN St. Pölten,2. Liga,2013/14,7,Wilhelm Schuldes,Martin Scherb,3,1
2225,2013-08-24,16:30,SV Ried,SK Sturm Graz,Bundesliga,2013/14,6,Michael Angerschmid,Darko Milanic,3,0
2226,2013-08-24,17:00,SV Austria Salzburg,FC Wacker Innsbruck II,Regionalliga West,2013/14,6,Miroslav Polak,?,4,1
2227,2013-08-24,19:00,SC Wiener Neustadt,FC Wacker Innsbruck,Bundesliga,2013/14,6,Heimo Pfeifenberger,Roland Kirchler,1,1
2228,2013-08-24,19:00,Wolfsberger AC,FK Austria Wien,Bundesliga,2013/14,6,Slobodan Grubor,Nenad Bjelica,1,4
2229,2013-08-25,16:30,SK Rapid Wien,SV Grödig,Bundesliga,2013/14,6,Zoran Barisic,Adi Hütter,0,1
2230,2013-08-25,19:00,Red Bull Salzburg,FC Admira Wacker Mödling,Bundesliga,2013/14,6,Roger Schmidt,Oliver Lederer,1,0
2231,2013-08-27,20:45,FK Austria Wien,GNK Dinamo Zagreb,UEFA Champions League-Qualifikation,2013/14,Qualifikationsrunde - Rückspiele,Nenad Bjelica,?,2,3
2232,2013-08-29,18:00,FC Dila Gori,SK Rapid Wien,Europa League,2013/14,Qualifikationsrunde - Rückspiele,?,Zoran Barisic,0,3
2233,2013-08-29,20:30,Zalgiris Vilnius,Red Bull Salzburg,Europa League,2013/14,Qualifikationsrunde - Rückspiele,?,Roger Schmidt,0,2
2234,2013-08-30,18:30,SV Kapfenberg,SV Horn,2. Liga,2013/14,8,Kurt Russ,Wilhelm Schuldes,3,1
2235,2013-08-30,18:30,SKN St. Pölten,FC Liefering,2. Liga,2013/14,8,Martin Scherb,Peter Zeidler,1,4
2236,2013-08-30,18:30,SV Mattersburg,TSV Hartberg,2. Liga,2013/14,8,Alfred Tatar,Bruno Friesenbichler,4,4
2237,2013-08-30,18:30,First Vienna FC,SC/ESV Parndorf,2. Liga,2013/14,8,Kurt Garger,Paul Hafner,1,0
2238,2013-08-30,19:00,FC Blau Weiß Linz,LASK,Regionalliga Mitte,2013/14,6,?,Karl Daxbacher,0,2
2239,2013-08-30,19:30,SV Oberwart,FAC Team für Wien,Regionalliga Ost,2013/14,5,?,Johann Kleer,0,2
2240,2013-08-30,20:30,SC Rheindorf Altach,SC Austria Lustenau,2. Liga,2013/14,8,Damir Canadi,Helgi Kolvidsson,0,0
2241,2013-08-31,16:30,SK Sturm Graz,Wolfsberger AC,Bundesliga,2013/14,7,Darko Milanic,Slobodan Grubor,4,1
2242,2013-08-31,17:00,Schwarz-Weiß Bregenz,SV Austria Salzburg,Regionalliga West,2013/14,7,?,Miroslav Polak,0,3
2243,2013-08-31,19:00,SV Grödig,SC Wiener Neustadt,Bundesliga,2013/14,7,Adi Hütter,Heimo Pfeifenberger,3,6
2244,2013-08-31,19:00,FK Austria Wien,FC Wacker Innsbruck,Bundesliga,2013/14,7,Nenad Bjelica,Roland Kirchler,1,1
2245,2013-08-31,19:00,FC Admira Wacker Mödling,SV Ried,Bundesliga,2013/14,7,Oliver Lederer,Michael Angerschmid,1,4
2246,2013-09-01,16:30,Red Bull Salzburg,SK Rapid Wien,Bundesliga,2013/14,7,Roger Schmidt,Zoran Barisic,1,1
2247,2013-09-05,19:00,FC Admira Wacker Mödling II,FAC Team für Wien,Regionalliga Ost,2013/14,6,?,Johann Kleer,0,1
2248,2013-09-07,17:00,SV Austria Salzburg,FC Höchst,Regionalliga West,2013/14,8,Miroslav Polak,?,2,0
2249,2013-09-08,17:00,LASK,SC Kalsdorf,Regionalliga Mitte,2013/14,7,Karl Daxbacher,?,1,1
2250,2013-09-13,18:30,SV Horn,First Vienna FC,2. Liga,2013/14,9,Wilhelm Schuldes,Kurt Garger,3,1
2251,2013-09-13,18:30,TSV Hartberg,SKN St. Pölten,2. Liga,2013/14,9,Bruno Friesenbichler,Gerald Baumgartner,1,0
2252,2013-09-13,18:30,SC/ESV Parndorf,SC Rheindorf Altach,2. Liga,2013/14,9,Paul Hafner,Damir Canadi,0,2
2253,2013-09-13,18:30,FC Liefering,SV Kapfenberg,2. Liga,2013/14,9,Peter Zeidler,Kurt Russ,0,2
2254,2013-09-13,19:00,FAC Team für Wien,Wiener Sportklub,Regionalliga Ost,2013/14,7,Johann Kleer,?,3,0
2255,2013-09-13,19:00,SV Allerheiligen,LASK,Regionalliga Mitte,2013/14,8,?,Karl Daxbacher,0,2
2256,2013-09-13,20:30,SC Austria Lustenau,SV Mattersburg,2. Liga,2013/14,9,Helgi Kolvidsson,Alfred Tatar,4,0
2257,2013-09-14,16:30,FC Wacker Innsbruck,SK Rapid Wien,Bundesliga,2013/14,8,Roland Kirchler,Zoran Barisic,0,4
2258,2013-09-14,17:00,SV Wals-Grünau,SV Austria Salzburg,Regionalliga West,2013/14,9,?,Miroslav Polak,0,4
2259,2013-09-14,19:00,SC Wiener Neustadt,SK Sturm Graz,Bundesliga,2013/14,8,Heimo Pfeifenberger,Darko Milanic,1,3
2260,2013-09-14,19:00,FK Austria Wien,SV Grödig,Bundesliga,2013/14,8,Nenad Bjelica,Adi Hütter,2,3
2261,2013-09-14,19:00,Wolfsberger AC,FC Admira Wacker Mödling,Bundesliga,2013/14,8,Dietmar Kühbauer,Oliver Lederer,3,1
2262,2013-09-15,16:30,SV Ried,Red Bull Salzburg,Bundesliga,2013/14,8,Michael Angerschmid,Roger Schmidt,0,5
2263,2013-09-17,19:00,LASK,FC Pasching,Regionalliga Mitte,2013/14,5,Karl Daxbacher,?,0,1
